Gene_ID	Gene_Name	Cross-validated R2	Kernel	Degree	C	Population
ENSG00000158417.5	EIF5B	-0.00606144753863176	sigmoid	2	1e-04	HIS
ENSG00000167635.7	ZNF146	-0.006058498543642	sigmoid	2	0.001	HIS
ENSG00000244274.3	DBNDD2	-0.00605388827746549	rbf	2	0.1	HIS
ENSG00000116903.6	EXOC8	-0.00605136300875959	poly	2	0.05	HIS
ENSG00000120705.8	ETF1	-0.00605025722174766	sigmoid	2	0.1	HIS
ENSG00000099290.11	FAM21A	-0.00604572933202829	sigmoid	2	0.1	HIS
ENSG00000134480.9	CCNH	-0.00604038943658538	sigmoid	2	0.1	HIS
ENSG00000139146.9	FAM60A	-0.00603490741675037	rbf	2	0.05	HIS
ENSG00000144847.8	IGSF11	-0.00602629848815019	poly	7	0.001	HIS
ENSG00000164068.11	RNF123	-0.00602039862204067	sigmoid	2	1e-04	HIS
ENSG00000129347.15	KRI1	-0.00601934914561815	sigmoid	2	0.05	HIS
ENSG00000176407.12	KCMF1	-0.00601753073769986	sigmoid	2	1e-04	HIS
ENSG00000146433.8	TMEM181	-0.00601361395881099	sigmoid	2	1e-04	HIS
ENSG00000135679.17	MDM2	-0.00601339851796403	rbf	2	0.1	HIS
ENSG00000110200.4	ANAPC15	-0.00601232643937581	rbf	2	0.1	HIS
ENSG00000085063.10	CD59	-0.00600520245966851	sigmoid	2	0.5	HIS
ENSG00000197114.6	ZGPAT	-0.00599624275559927	sigmoid	2	0.1	HIS
ENSG00000013375.10	PGM3	-0.00599384061549031	poly	7	0.01	HIS
ENSG00000163159.7	VPS72	-0.0059800715457246	sigmoid	2	1e-04	HIS
ENSG00000166454.5	ATMIN	-0.00597662888444668	poly	7	0.005	HIS
ENSG00000175970.7	UNC119B	-0.00596493164844747	rbf	2	0.1	HIS
ENSG00000124120.6	TTPAL	-0.0059639658267783	sigmoid	2	0.5	HIS
ENSG00000093183.9	SEC22C	-0.00596302535870277	poly	4	0.001	HIS
ENSG00000067225.13	PKM	-0.00596247329131772	sigmoid	2	0.5	HIS
ENSG00000197024.4	ZNF398	-0.00596149927980394	sigmoid	2	0.5	HIS
ENSG00000162747.5	FCGR3B	-0.00595916470328075	poly	6	0.05	HIS
ENSG00000119844.10	AFTPH	-0.00595731732017311	poly	7	0.005	HIS
ENSG00000127666.8	TICAM1	-0.00595067252895363	rbf	2	0.1	HIS
ENSG00000134744.9	ZCCHC11	-0.00594453303211242	linear	2	5e-04	HIS
ENSG00000109118.9	PHF12	-0.00593189227357596	sigmoid	2	1e-04	HIS
ENSG00000069424.10	KCNAB2	-0.00591926876004667	sigmoid	2	0.1	HIS
ENSG00000188186.6	LAMTOR4	-0.00590489676952257	poly	5	0.01	HIS
ENSG00000168453.10	HR	-0.00589744843848485	poly	5	0.01	HIS
ENSG00000205250.4	E2F4	-0.0058957455179133	poly	6	5e-04	HIS
ENSG00000169826.6	CSGALNACT2	-0.00589334488296567	poly	6	0.01	HIS
ENSG00000132581.4	SDF2	-0.00589161695514644	rbf	2	0.1	HIS
ENSG00000117118.5	SDHB	-0.0058911465179516	poly	7	0.001	HIS
ENSG00000160318.2	CLDND2	-0.00588501715575456	poly	7	5e-04	HIS
ENSG00000185608.4	MRPL40	-0.00588424214045746	sigmoid	2	1e-04	HIS
ENSG00000204176.8	SYT15	-0.00588199945004118	poly	6	0.005	HIS
ENSG00000177917.6	ARL6IP6	-0.00587568988226959	poly	5	0.01	HIS
ENSG00000149476.10	DAK	-0.00587537147554034	rbf	2	0.1	HIS
ENSG00000130816.10	DNMT1	-0.00586536587329276	sigmoid	2	0.05	HIS
ENSG00000111912.14	NCOA7	-0.00586207279889641	poly	7	0.005	HIS
ENSG00000167641.6	PPP1R14A	-0.00585919073024614	sigmoid	2	1e-04	HIS
ENSG00000023734.6	STRAP	-0.00585496854673877	rbf	2	0.1	HIS
ENSG00000125741.4	OPA3	-0.00585372356784439	rbf	2	0.5	HIS
ENSG00000137563.7	GGH	-0.0058513557846404	sigmoid	2	1.5	HIS
ENSG00000138231.8	DBR1	-0.0058503083191886	poly	5	0.005	HIS
ENSG00000214113.6	LYRM4	-0.0058434986457349	poly	7	0.05	HIS
ENSG00000148339.8	SLC25A25	-0.00583120715952843	sigmoid	2	0.01	HIS
ENSG00000163510.9	CWC22	-0.00582723987629676	sigmoid	2	1e-04	HIS
ENSG00000064490.8	RFXANK	-0.00582588648174756	sigmoid	2	0.1	HIS
ENSG00000114904.8	NEK4	-0.00581502429377823	sigmoid	2	5e-04	HIS
ENSG00000106477.13	CEP41	-0.00580686247564577	poly	5	5e-04	HIS
ENSG00000177692.7	DNAJC28	-0.00580056736234522	sigmoid	2	1e-04	HIS
ENSG00000105819.9	PMPCB	-0.00579491900303437	sigmoid	2	0.05	HIS
ENSG00000081307.8	UBA5	-0.005786138104384	sigmoid	2	1e-04	HIS
ENSG00000182963.5	GJC1	-0.00578318397669495	sigmoid	2	1e-04	HIS
ENSG00000196678.9	ERI2	-0.00578200942048059	sigmoid	2	0.1	HIS
ENSG00000174915.7	PTDSS2	-0.00576729072680087	sigmoid	2	0.5	HIS
ENSG00000179119.10	SPTY2D1	-0.00576375681688717	sigmoid	2	1e-04	HIS
ENSG00000126214.16	KLC1	-0.00575475796939942	sigmoid	2	1e-04	HIS
ENSG00000161642.13	ZNF385A	-0.00575222715106558	sigmoid	2	0.1	HIS
ENSG00000138166.5	DUSP5	-0.00575071572038401	sigmoid	2	0.5	HIS
ENSG00000175449.9	RFESD	-0.00574131756898291	sigmoid	2	0.1	HIS
ENSG00000120129.5	DUSP1	-0.00573375301942984	poly	3	0.1	HIS
ENSG00000109381.15	ELF2	-0.00573016956357495	sigmoid	2	0.05	HIS
ENSG00000153575.6	TUBGCP5	-0.00572407352409796	linear	2	5e-04	HIS
ENSG00000116584.12	ARHGEF2	-0.0057212828974452	sigmoid	2	1e-04	HIS
ENSG00000180357.5	ZNF609	-0.00571502552094372	sigmoid	2	1e-04	HIS
ENSG00000140848.12	CPNE2	-0.00571488831403564	linear	2	1e-04	HIS
ENSG00000015171.14	ZMYND11	-0.00571111852506379	poly	2	0.05	HIS
ENSG00000162642.9	C1orf52	-0.00570683803882688	poly	2	0.1	HIS
ENSG00000170265.7	ZNF282	-0.00569525192627269	poly	7	5e-04	HIS
ENSG00000131791.6	PRKAB2	-0.00568426317756896	sigmoid	2	1e-04	HIS
ENSG00000185432.10	METTL7A	-0.00567820384761391	poly	7	5e-04	HIS
ENSG00000088305.14	DNMT3B	-0.00566846768272871	poly	7	0.001	HIS
ENSG00000168701.14	TMEM208	-0.00566356080698791	poly	7	0.001	HIS
ENSG00000115993.7	TRAK2	-0.00565665473809467	sigmoid	2	0.1	HIS
ENSG00000196290.10	NIF3L1	-0.00565178683015128	poly	7	0.005	HIS
ENSG00000139625.8	MAP3K12	-0.00565135408593669	poly	6	0.001	HIS
ENSG00000172939.4	OXSR1	-0.00565025054528956	rbf	2	0.5	HIS
ENSG00000174059.12	CD34	-0.00564345651385159	poly	7	0.005	HIS
ENSG00000172824.10	CES4A	-0.00563971227832538	rbf	2	0.01	HIS
ENSG00000156162.12	DPY19L4	-0.00563622226843574	poly	6	0.005	HIS
ENSG00000184719.7	RNLS	-0.00563395630185841	poly	7	0.001	HIS
ENSG00000148090.7	AUH	-0.00562496413911076	poly	5	0.05	HIS
ENSG00000105793.11	GTPBP10	-0.00561764097928636	poly	2	0.1	HIS
ENSG00000010322.11	NISCH	-0.00561337451593316	poly	5	0.005	HIS
ENSG00000120699.8	EXOSC8	-0.00561320864595936	poly	7	0.001	HIS
ENSG00000179981.9	TSHZ1	-0.00560717884643651	poly	7	0.01	HIS
ENSG00000116044.11	NFE2L2	-0.00560140289543796	sigmoid	2	1e-04	HIS
ENSG00000130538.4	OR11H1	-0.00560123309396725	sigmoid	2	1e-04	HIS
ENSG00000120889.8	TNFRSF10B	-0.00559992245907166	sigmoid	2	1e-04	HIS
ENSG00000125746.10	EML2	-0.00558269854644835	sigmoid	2	1e-04	HIS
ENSG00000109787.8	KLF3	-0.00557739685225436	poly	7	0.05	HIS
ENSG00000127616.12	SMARCA4	-0.00557264929413521	poly	7	1e-04	HIS
ENSG00000099901.12	RANBP1	-0.0055621788712132	sigmoid	2	1e-04	HIS
ENSG00000177954.7	RPS27	-0.00555508663757203	sigmoid	2	1e-04	HIS
ENSG00000143621.12	ILF2	-0.00555196918575265	sigmoid	2	0.01	HIS
ENSG00000108511.8	HOXB6	-0.00554865018547355	sigmoid	2	0.1	HIS
ENSG00000077312.4	SNRPA	-0.00554001830483488	poly	3	0.001	HIS
ENSG00000054983.12	GALC	-0.00552686989475442	poly	5	0.05	HIS
ENSG00000176533.8	GNG7	-0.00552470455078531	sigmoid	2	0.5	HIS
ENSG00000162613.12	FUBP1	-0.00552345392404743	poly	7	0.01	HIS
ENSG00000084090.9	STARD7	-0.00551991300571948	sigmoid	2	1e-04	HIS
ENSG00000162298.12	SYVN1	-0.00551348883499125	sigmoid	2	0.5	HIS
ENSG00000160190.8	SLC37A1	-0.00550699205197345	sigmoid	2	0.1	HIS
ENSG00000099341.7	PSMD8	-0.00550493380871915	poly	7	0.001	HIS
ENSG00000131467.6	PSME3	-0.00550001300790119	poly	7	0.001	HIS
ENSG00000110713.11	NUP98	-0.00549733100470915	sigmoid	2	1e-04	HIS
ENSG00000178585.10	CTNNBIP1	-0.00549693732661289	sigmoid	2	0.1	HIS
ENSG00000177150.8	FAM210A	-0.0054881309329919	poly	4	0.05	HIS
ENSG00000132953.12	XPO4	-0.00548792319399558	poly	7	5e-04	HIS
ENSG00000135378.3	PRRG4	-0.0054817031547884	sigmoid	2	0.5	HIS
ENSG00000205362.6	MT1A	-0.00547123173921753	sigmoid	2	0.5	HIS
ENSG00000106346.7	USP42	-0.00547102747513888	sigmoid	2	0.01	HIS
ENSG00000178021.9	TSPYL6	-0.00546890847111889	poly	5	0.005	HIS
ENSG00000058272.11	PPP1R12A	-0.00546871018765804	poly	7	5e-04	HIS
ENSG00000169429.6	IL8	-0.00546238366291609	sigmoid	2	1e-04	HIS
ENSG00000146576.8	C7orf26	-0.00546072567707427	sigmoid	2	1e-04	HIS
ENSG00000156026.10	MCU	-0.00545336769480889	sigmoid	2	0.1	HIS
ENSG00000119013.4	NDUFB3	-0.00544843644587045	sigmoid	2	1e-04	HIS
ENSG00000152684.10	PELO	-0.00544586162851308	sigmoid	2	0.1	HIS
ENSG00000144647.5	GTDC2	-0.00542628161975098	poly	6	5e-04	HIS
ENSG00000144445.11	KANSL1L	-0.00542569661976211	poly	4	0.01	HIS
ENSG00000135334.7	AKIRIN2	-0.00542431307671272	linear	2	1e-04	HIS
ENSG00000140830.4	TXNL4B	-0.00542412048755838	sigmoid	2	1e-04	HIS
ENSG00000177084.12	POLE	-0.00542356605336372	rbf	2	0.1	HIS
ENSG00000163625.11	WDFY3	-0.00541210805057162	sigmoid	2	1e-04	HIS
ENSG00000197818.7	SLC9A8	-0.00541154591217004	sigmoid	2	0.1	HIS
ENSG00000187815.5	ZFP69	-0.00541072020645847	poly	7	5e-04	HIS
ENSG00000153015.11	CWC27	-0.00540795585300118	poly	3	0.01	HIS
ENSG00000204406.7	MBD5	-0.00540290110397634	sigmoid	2	0.1	HIS
ENSG00000196235.9	SUPT5H	-0.00540119874638068	poly	7	0.01	HIS
ENSG00000091181.15	IL5RA	-0.00539217259717142	sigmoid	2	1e-04	HIS
ENSG00000139719.5	VPS33A	-0.00538738738052511	sigmoid	2	0.01	HIS
ENSG00000108294.4	PSMB3	-0.00538220798029316	rbf	2	0.1	HIS
ENSG00000168610.10	STAT3	-0.00537560485719646	poly	2	0.1	HIS
ENSG00000100099.16	HPS4	-0.00537461711700515	sigmoid	2	0.01	HIS
ENSG00000090447.7	TFAP4	-0.00537351509131785	sigmoid	2	1e-04	HIS
ENSG00000128272.10	ATF4	-0.00535888651329826	poly	7	0.005	HIS
ENSG00000115350.7	POLE4	-0.00535760818562026	sigmoid	2	0.1	HIS
ENSG00000152102.13	FAM168B	-0.00535651471589507	poly	5	0.001	HIS
ENSG00000198911.7	SREBF2	-0.00535495121671945	rbf	2	0.05	HIS
ENSG00000135299.12	ANKRD6	-0.00534707986673846	sigmoid	2	1e-04	HIS
ENSG00000175573.6	C11orf68	-0.00534461343427135	poly	3	0.05	HIS
ENSG00000111670.10	GNPTAB	-0.00534385318527426	sigmoid	2	1e-04	HIS
ENSG00000149480.2	MTA2	-0.00534000939408708	sigmoid	2	0.1	HIS
ENSG00000107223.8	EDF1	-0.0053398511960516	poly	3	0.01	HIS
ENSG00000186132.10	C2orf76	-0.0053374499403775	rbf	2	0.01	HIS
ENSG00000157593.12	SLC35B2	-0.00533280618523801	sigmoid	2	1	HIS
ENSG00000120925.9	RNF170	-0.00533050234131389	sigmoid	2	0.5	HIS
ENSG00000129351.13	ILF3	-0.00533026797675831	sigmoid	2	0.1	HIS
ENSG00000140280.9	LYSMD2	-0.00532810612643437	sigmoid	2	1.5	HIS
ENSG00000130723.13	PRRC2B	-0.00532427169460501	sigmoid	2	1e-04	HIS
ENSG00000113812.9	ACTR8	-0.00532272311867621	poly	7	0.005	HIS
ENSG00000159164.5	SV2A	-0.00532194701812363	sigmoid	2	0.1	HIS
ENSG00000136807.7	CDK9	-0.00531569077413721	rbf	2	0.05	HIS
ENSG00000169919.12	GUSB	-0.00530682395831819	poly	7	0.01	HIS
ENSG00000099797.7	TECR	-0.00530298778699658	poly	7	0.001	HIS
ENSG00000139636.11	LMBR1L	-0.00529959644759916	poly	7	0.01	HIS
ENSG00000160753.11	RUSC1	-0.00529401288403393	sigmoid	2	0.5	HIS
ENSG00000234545.3	FAM133B	-0.00529142296469749	poly	4	0.05	HIS
ENSG00000197045.8	GMFB	-0.00529079307603124	rbf	2	0.01	HIS
ENSG00000178175.7	ZNF366	-0.00529015655253666	sigmoid	2	0.1	HIS
ENSG00000130726.7	TRIM28	-0.00528950831890937	poly	6	5e-04	HIS
ENSG00000168944.11	CEP120	-0.00528352872631768	poly	2	0.05	HIS
ENSG00000149273.10	RPS3	-0.00527743989679612	sigmoid	2	1	HIS
ENSG00000137804.8	NUSAP1	-0.0052720693523872	poly	7	0.05	HIS
ENSG00000104951.11	IL4I1	-0.00527111629192996	poly	5	0.01	HIS
ENSG00000087586.13	AURKA	-0.00526704169757588	sigmoid	2	1e-04	HIS
ENSG00000167985.2	SDHAF2	-0.00526457271664802	sigmoid	2	0.1	HIS
ENSG00000169299.9	PGM2	-0.00524552412192465	sigmoid	2	0.5	HIS
ENSG00000111647.8	UHRF1BP1L	-0.00524344499058038	poly	6	0.01	HIS
ENSG00000162946.16	DISC1	-0.00524197371069699	poly	7	5e-04	HIS
ENSG00000204252.8	HLA-DOA	-0.00523289639222286	sigmoid	2	0.1	HIS
ENSG00000163960.7	UBXN7	-0.00522567987872493	poly	4	0.005	HIS
ENSG00000157869.10	RAB28	-0.00522418035872756	sigmoid	2	0.5	HIS
ENSG00000121083.6	DYNLL2	-0.00521824995854532	sigmoid	2	0.1	HIS
ENSG00000196954.8	CASP4	-0.0052098269812271	poly	7	0.001	HIS
ENSG00000116514.12	RNF19B	-0.00520347932587761	poly	6	0.005	HIS
ENSG00000254585.1	MAGEL2	-0.00519947849142821	poly	3	0.001	HIS
ENSG00000173540.8	GMPPB	-0.00519838951622802	poly	7	1e-04	HIS
ENSG00000187193.8	MT1X	-0.00519071680756171	sigmoid	2	1	HIS
ENSG00000094963.9	FMO2	-0.00518891515021869	sigmoid	2	0.1	HIS
ENSG00000198792.7	TMEM184B	-0.00517142979335368	sigmoid	2	1.5	HIS
ENSG00000140263.9	SORD	-0.0051502192572398	poly	2	2	HIS
ENSG00000126067.7	PSMB2	-0.0051499772543355	poly	5	0.01	HIS
ENSG00000171843.11	MLLT3	-0.00514813826913918	sigmoid	2	1e-04	HIS
ENSG00000112759.12	SLC29A1	-0.0051386826741471	poly	7	0.01	HIS
ENSG00000188612.7	SUMO2	-0.00513221750825441	poly	6	0.005	HIS
ENSG00000140521.7	POLG	-0.00510759518879784	poly	3	0.05	HIS
ENSG00000139826.5	ABHD13	-0.00510690023315821	poly	7	0.01	HIS
ENSG00000160194.12	NDUFV3	-0.0051068753626212	poly	2	0.1	HIS
ENSG00000151726.9	ACSL1	-0.00510670104727939	sigmoid	2	1e-04	HIS
ENSG00000078140.9	UBE2K	-0.00510358097218968	poly	5	1e-04	HIS
ENSG00000114784.3	EIF1B	-0.00510004574145808	poly	5	0.005	HIS
ENSG00000069998.8	CECR5	-0.00509761043889274	sigmoid	2	0.1	HIS
ENSG00000130313.2	PGLS	-0.00508978483381244	sigmoid	2	0.1	HIS
ENSG00000233927.4	RPS28	-0.00506593082682185	rbf	2	0.1	HIS
ENSG00000137575.7	SDCBP	-0.00506552407286047	poly	7	0.01	HIS
ENSG00000112659.9	CUL9	-0.00506506611775819	rbf	2	0.1	HIS
ENSG00000167613.11	LAIR1	-0.00505700759978307	sigmoid	2	1e-04	HIS
ENSG00000103091.10	WDR59	-0.00505005196164035	sigmoid	2	0.1	HIS
ENSG00000254726.2	MEX3A	-0.00503707141373	sigmoid	2	1e-04	HIS
ENSG00000100731.11	PCNX	-0.00503308248679968	rbf	2	0.1	HIS
ENSG00000160293.12	VAV2	-0.00503275762774122	sigmoid	2	1e-04	HIS
ENSG00000162777.12	DENND2D	-0.00502995497249634	poly	3	0.05	HIS
ENSG00000204370.4	SDHD	-0.00502245682391282	sigmoid	2	1e-04	HIS
ENSG00000082074.11	FYB	-0.00502035591583483	poly	2	0.1	HIS
ENSG00000177731.11	FLII	-0.00501991151131163	poly	7	5e-04	HIS
ENSG00000109445.6	ZNF330	-0.00501577348219122	rbf	2	0.1	HIS
ENSG00000243251.4	PGBD3	-0.00501571781817005	sigmoid	2	1e-04	HIS
ENSG00000083799.13	CYLD	-0.00501401980079639	sigmoid	2	0.1	HIS
ENSG00000145113.17	MUC4	-0.00501062165609254	sigmoid	2	0.5	HIS
ENSG00000140105.13	WARS	-0.00500988718311421	poly	3	0.1	HIS
ENSG00000171208.5	NETO2	-0.00500945928662191	poly	4	0.1	HIS
ENSG00000182500.7	ORAI1	-0.0050086854053585	sigmoid	2	0.5	HIS
ENSG00000178809.7	TRIM73	-0.00500707091191814	poly	5	0.005	HIS
ENSG00000196305.13	IARS	-0.00500645577130159	poly	7	0.001	HIS
ENSG00000139132.10	FGD4	-0.00500565724350877	poly	7	0.05	HIS
ENSG00000177646.13	ACAD9	-0.00500210534710217	sigmoid	2	1	HIS
ENSG00000108187.10	PBLD	-0.00499247819475284	sigmoid	2	1e-04	HIS
ENSG00000198752.5	CDC42BPB	-0.00498746016210803	poly	2	0.1	HIS
ENSG00000272333.1	WBP7	-0.00497946370716811	sigmoid	2	0.05	HIS
ENSG00000103275.14	UBE2I	-0.00497935782856205	poly	7	0.001	HIS
ENSG00000049656.9	CLPTM1L	-0.00497510604103515	poly	7	0.001	HIS
ENSG00000181788.3	SIAH2	-0.00497289041021642	poly	2	0.1	HIS
ENSG00000011600.7	TYROBP	-0.00497198667049981	poly	2	0.01	HIS
ENSG00000156973.9	PDE6D	-0.00497087508245668	sigmoid	2	0.1	HIS
ENSG00000151117.4	TMEM86A	-0.00497050323039581	rbf	2	0.1	HIS
ENSG00000152240.8	HAUS1	-0.00496329662555222	poly	3	0.1	HIS
ENSG00000100426.5	ZBED4	-0.00495135068704673	rbf	2	0.1	HIS
ENSG00000165282.9	PIGO	-0.00494955097838725	sigmoid	2	0.1	HIS
ENSG00000173349.4	SFT2D3	-0.00494257214893778	sigmoid	2	1e-04	HIS
ENSG00000122547.6	EEPD1	-0.00494016860724527	rbf	2	0.1	HIS
ENSG00000186350.8	RXRA	-0.00493337995893235	poly	6	0.01	HIS
ENSG00000120533.8	ENY2	-0.00492910370717468	sigmoid	2	1e-04	HIS
ENSG00000256087.2	ZNF432	-0.00492384866527415	poly	3	0.001	HIS
ENSG00000135845.4	PIGC	-0.00491991472117488	sigmoid	2	0.5	HIS
ENSG00000073792.11	IGF2BP2	-0.00490803843407233	poly	7	0.005	HIS
ENSG00000174917.4	C19orf70	-0.00489827960792479	rbf	2	0.05	HIS
ENSG00000110888.13	CAPRIN2	-0.00489438388754861	sigmoid	2	0.5	HIS
ENSG00000147601.9	TERF1	-0.00488983625529478	sigmoid	2	0.5	HIS
ENSG00000005513.9	SOX8	-0.00488307473122602	sigmoid	2	0.1	HIS
ENSG00000152439.8	ZNF773	-0.0048822797237281	sigmoid	2	0.5	HIS
ENSG00000131732.7	ZCCHC9	-0.00487936569705472	sigmoid	2	1e-04	HIS
ENSG00000178057.10	NDUFAF3	-0.00487203674775292	poly	7	0.001	HIS
ENSG00000132819.12	RBM38	-0.00485804681864022	sigmoid	2	0.05	HIS
ENSG00000136603.9	SKIL	-0.00485266995532898	poly	7	0.005	HIS
ENSG00000196792.7	STRN3	-0.00485078850538465	sigmoid	2	0.1	HIS
ENSG00000248487.4	ABHD14A	-0.0048493298338661	sigmoid	2	1e-04	HIS
ENSG00000125844.10	RRBP1	-0.00484347515741974	sigmoid	2	1e-04	HIS
ENSG00000172115.4	CYCS	-0.00484334433479856	rbf	2	0.1	HIS
ENSG00000185803.4	SLC52A2	-0.00484167943401155	sigmoid	2	1e-04	HIS
ENSG00000172057.5	ORMDL3	-0.00483983609890313	sigmoid	2	1e-04	HIS
ENSG00000062485.14	CS	-0.00482705064304914	sigmoid	2	1e-04	HIS
ENSG00000138035.10	PNPT1	-0.0048253895561915	sigmoid	2	0.1	HIS
ENSG00000152242.6	C18orf25	-0.00482426383207564	sigmoid	2	1e-04	HIS
ENSG00000131470.10	PSMC3IP	-0.00482227678576823	poly	7	0.001	HIS
ENSG00000119725.13	ZNF410	-0.00481974984563047	sigmoid	2	0.1	HIS
ENSG00000107789.11	MINPP1	-0.00480652159955961	poly	7	0.01	HIS
ENSG00000067182.3	TNFRSF1A	-0.00480355019413552	sigmoid	2	0.5	HIS
ENSG00000175489.8	LRRC25	-0.00480282180380109	poly	5	0.05	HIS
ENSG00000198785.4	GRIN3A	-0.00480010209095667	sigmoid	2	1e-04	HIS
ENSG00000165458.9	INPPL1	-0.00479822746253717	sigmoid	2	1e-04	HIS
ENSG00000172336.4	POP7	-0.00479776901553004	sigmoid	2	1e-04	HIS
ENSG00000138071.9	ACTR2	-0.00479683170044898	sigmoid	2	0.5	HIS
ENSG00000089195.10	TRMT6	-0.00479299635711823	rbf	2	0.005	HIS
ENSG00000204599.10	TRIM39	-0.00478890491961319	poly	2	0.1	HIS
ENSG00000177239.10	MAN1B1	-0.00477993205005656	linear	2	5e-04	HIS
ENSG00000162819.7	BROX	-0.00477920076567009	poly	7	0.001	HIS
ENSG00000143379.8	SETDB1	-0.004777073590019	rbf	2	0.01	HIS
ENSG00000117984.8	CTSD	-0.00477079810601726	sigmoid	2	0.5	HIS
ENSG00000174437.12	ATP2A2	-0.00476628476621865	rbf	2	0.05	HIS
ENSG00000129480.8	DTD2	-0.00476164605633014	sigmoid	2	0.05	HIS
ENSG00000135916.11	ITM2C	-0.0047539395010314	sigmoid	2	0.5	HIS
ENSG00000107929.9	LARP4B	-0.00474590603058849	rbf	2	0.1	HIS
ENSG00000133639.3	BTG1	-0.0047447694732381	poly	7	1e-04	HIS
ENSG00000072518.16	MARK2	-0.00473415328950229	rbf	2	0.1	HIS
ENSG00000132475.4	H3F3B	-0.00472884240986113	poly	7	0.005	HIS
ENSG00000153914.11	SREK1	-0.00471677698148114	sigmoid	2	1e-04	HIS
ENSG00000162434.7	JAK1	-0.00471256702561522	poly	7	1e-04	HIS
ENSG00000139679.11	LPAR6	-0.00469229694582576	poly	3	0.05	HIS
ENSG00000136826.10	KLF4	-0.00468297847818566	sigmoid	2	1e-04	HIS
ENSG00000070756.9	PABPC1	-0.00468027393153061	poly	7	5e-04	HIS
ENSG00000182810.5	DDX28	-0.00467976949388114	poly	6	0.01	HIS
ENSG00000125304.8	TM9SF2	-0.00467705091266519	sigmoid	2	0.5	HIS
ENSG00000164086.8	DUSP7	-0.0046761090310329	rbf	2	0.05	HIS
ENSG00000180228.8	PRKRA	-0.00467185786314492	sigmoid	2	2	HIS
ENSG00000162745.6	OLFML2B	-0.00466500078663197	poly	5	0.005	HIS
ENSG00000111897.5	SERINC1	-0.00466355535550291	poly	6	0.01	HIS
ENSG00000182979.13	MTA1	-0.00466289816081213	sigmoid	2	0.5	HIS
ENSG00000155265.6	GOLGA7B	-0.00465777132212832	sigmoid	2	0.1	HIS
ENSG00000167881.10	SRP68	-0.00465462092140043	poly	2	0.1	HIS
ENSG00000168924.10	LETM1	-0.00464297211980365	poly	7	0.001	HIS
ENSG00000115677.12	HDLBP	-0.00463925380037962	sigmoid	2	0.1	HIS
ENSG00000169599.8	NFU1	-0.00463551987068183	sigmoid	2	0.1	HIS
ENSG00000168288.8	MMADHC	-0.00463360825906078	poly	4	0.05	HIS
ENSG00000114346.9	ECT2	-0.00463013893854658	sigmoid	2	1e-04	HIS
ENSG00000164985.10	PSIP1	-0.0046288764739906	rbf	2	0.05	HIS
ENSG00000137558.3	PI15	-0.00462765520095239	poly	6	1e-04	HIS
ENSG00000151503.8	NCAPD3	-0.0046190791331066	rbf	2	0.1	HIS
ENSG00000132434.5	LANCL2	-0.00461833677587098	rbf	2	0.1	HIS
ENSG00000114547.5	ROPN1B	-0.0046179550034902	sigmoid	2	1e-04	HIS
ENSG00000121073.9	SLC35B1	-0.00460779238264333	sigmoid	2	0.1	HIS
ENSG00000087266.11	SH3BP2	-0.00460402148284442	sigmoid	2	1.5	HIS
ENSG00000177511.5	ST8SIA3	-0.00459355258448126	poly	7	0.005	HIS
ENSG00000144711.9	IQSEC1	-0.00459165802577977	sigmoid	2	1.5	HIS
ENSG00000121039.5	RDH10	-0.00457790740307562	poly	7	0.1	HIS
ENSG00000198855.2	FICD	-0.00457595577041849	sigmoid	2	0.1	HIS
ENSG00000117305.10	HMGCL	-0.00456132216727214	sigmoid	2	1e-04	HIS
ENSG00000172828.8	CES3	-0.00455855196525472	rbf	2	1e-04	HIS
ENSG00000171161.8	ZNF672	-0.00455296860814074	poly	6	0.005	HIS
ENSG00000144713.8	RPL32	-0.00454743749821052	sigmoid	2	0.1	HIS
ENSG00000167110.11	GOLGA2	-0.00453720363766295	poly	7	0.001	HIS
ENSG00000143970.12	ASXL2	-0.00452215755520564	sigmoid	2	1e-04	HIS
ENSG00000119782.9	FKBP1B	-0.00450954208231316	sigmoid	2	0.1	HIS
ENSG00000175591.7	P2RY2	-0.00450526056230442	sigmoid	2	0.1	HIS
ENSG00000112406.4	HECA	-0.00450487859655515	poly	6	0.005	HIS
ENSG00000116406.14	EDEM3	-0.00450279083567373	poly	7	0.001	HIS
ENSG00000075426.7	FOSL2	-0.00450173063711352	sigmoid	2	0.1	HIS
ENSG00000115084.8	SLC35F5	-0.00449798683846974	poly	7	0.01	HIS
ENSG00000122140.6	MRPS2	-0.00448505458440323	sigmoid	2	0.5	HIS
ENSG00000129084.13	PSMA1	-0.00448279250101502	sigmoid	2	0.1	HIS
ENSG00000084710.9	EFR3B	-0.00448019206907597	poly	2	0.01	HIS
ENSG00000176108.5	CHMP6	-0.00447897422419703	sigmoid	2	1e-04	HIS
ENSG00000188243.8	COMMD6	-0.00447697360427597	rbf	2	0.05	HIS
ENSG00000170632.9	ARMC10	-0.00446307351108592	sigmoid	2	0.01	HIS
ENSG00000079999.9	KEAP1	-0.00444946542230924	sigmoid	2	0.005	HIS
ENSG00000151694.8	ADAM17	-0.00444852468432282	poly	4	0.01	HIS
ENSG00000196323.7	ZBTB44	-0.00444475852690305	rbf	2	1	HIS
ENSG00000188739.10	RBM34	-0.0044410840345932	poly	5	0.05	HIS
